"clarity","city","color","cut","x","y","z","depth","table","price","carat"
IF,Kimberly,F,Ideal,4.34,4.3,2.68,62.0,56.0,1013,0.3
VS2,Kimberly,G,Premium,6.39,6.34,3.99,62.7,61.0,5998,1.02
SI1,Las Vegas,G,Premium,7.47,7.45,4.46,59.8,59.0,9600,1.55
VS2,Zurich,E,Premium,4.87,4.83,2.9,59.8,60.0,999,0.41
SI2,Dubai,H,Premium,6.14,6.17,3.86,62.7,58.0,3423,0.91
SI2,Luxembourg,H,Premium,6.74,6.8,4.02,59.4,58.0,4350,1.13
SI2,Kimberly,G,Premium,8.37,8.32,4.99,59.8,59.0,14024,2.09
SI2,Antwerp,I,Very Good,6.69,6.74,4.11,61.2,59.0,4533,1.12
VS2,Tel Aviv,G,Premium,7.54,7.45,4.49,59.9,61.0,13206,1.53
SI1,Luxembourg,D,Very Good,4.26,4.31,2.67,62.3,57.0,524,0.3
VS1,Las Vegas,F,Very Good,3.94,3.97,2.47,62.5,55.0,373,0.24
VS2,Tel Aviv,E,Ideal,5.21,5.16,3.2,61.7,55.0,1815,0.52
VVS2,Zurich,D,Very Good,4.07,4.12,2.51,61.3,59.0,575,0.25
VS1,Madrid,F,Premium,7.31,7.26,4.56,62.6,58.0,14918,1.5
SI2,Madrid,H,Ideal,6.89,6.95,4.22,61.0,57.0,5099,1.22
VS1,Las Vegas,G,Ideal,4.89,4.93,3.04,61.9,54.0,915,0.44
SI1,New York City,H,Ideal,4.83,4.86,3.02,62.3,56.0,716,0.43
VS1,Paris,I,Very Good,7.5,7.52,4.6,61.2,57.8,11018,1.59
VS2,Kimberly,F,Premium,4.3,4.33,2.69,62.3,59.0,625,0.31
I1,Las Vegas,G,Fair,5.96,5.88,3.91,66.0,58.0,2310,0.9
VS1,Kimberly,G,Good,4.3,4.27,2.73,63.7,56.0,802,0.31
VS1,London,I,Very Good,5.72,5.76,3.58,62.4,56.0,2288,0.73
SI2,Dubai,G,Ideal,6.11,6.17,3.85,62.7,55.0,3428,0.9
VVS1,Dubai,F,Very Good,4.27,4.31,2.68,62.5,56.0,682,0.3
VS1,Kimberly,I,Ideal,7.49,7.47,4.58,61.2,55.0,10286,1.55
SI1,Antwerp,E,Ideal,4.51,4.48,2.74,61.0,57.0,765,0.34
VS2,Dubai,E,Premium,6.62,6.54,4.05,61.6,59.0,7813,1.09
SI1,Kimberly,D,Ideal,6.52,6.56,3.97,60.7,60.0,6196,1.05
SI2,Madrid,E,Ideal,6.1,6.06,3.66,60.2,57.0,2938,0.81
VS2,Zurich,G,Premium,6.25,6.2,3.71,59.6,61.0,4022,0.9
SI2,Tel Aviv,E,Very Good,4.77,4.8,2.96,61.9,55.0,683,0.41
VS2,Antwerp,D,Ideal,4.39,4.36,2.7,61.7,57.0,972,0.32
SI2,Zurich,I,Very Good,6.52,6.62,3.89,59.2,59.0,3792,1.01
SI1,Paris,H,Very Good,7.43,7.49,4.54,60.9,59.0,9642,1.52
SI1,Antwerp,F,Premium,6.94,6.88,4.24,61.4,62.0,6125,1.24
SI1,Zurich,E,Very Good,5.8,5.84,3.57,61.3,58.0,3009,0.74
VS1,Surat,G,Premium,4.39,4.45,2.73,61.8,59.0,666,0.33
VVS2,Dubai,F,Very Good,6.34,6.41,3.97,62.3,57.0,8772,1.0
VVS2,Surat,F,Ideal,4.8,4.82,2.95,61.3,57.0,1142,0.42
SI2,Tel Aviv,E,Very Good,5.98,6.01,3.59,59.9,61.0,2753,0.77
SI2,Paris,E,Good,5.8,5.85,3.35,57.5,58.0,2229,0.7
VVS2,Las Vegas,F,Ideal,5.18,5.22,3.22,61.9,56.0,2160,0.53
VS2,Kimberly,H,Very Good,6.21,6.25,3.79,60.8,58.0,4430,0.91
SI2,Luxembourg,D,Very Good,6.72,6.78,4.11,60.9,60.0,6062,1.17
VVS2,Tel Aviv,F,Very Good,3.95,3.98,2.47,62.3,58.0,552,0.24
VS2,Luxembourg,I,Premium,6.92,6.84,4.28,62.2,57.0,5925,1.25
VS1,London,G,Premium,6.49,6.52,3.95,60.7,58.0,6932,1.01
VS1,New York City,F,Fair,6.33,6.28,4.08,64.7,54.0,6759,1.01
SI1,Dubai,D,Premium,5.78,5.72,3.6,62.6,54.0,3048,0.72
VS2,Paris,E,Premium,5.76,5.69,3.49,61.0,60.0,2858,0.71
SI2,New York City,E,Ideal,5.75,5.71,3.56,62.1,57.0,2155,0.73
VS1,Paris,G,Ideal,4.45,4.42,2.74,61.8,55.0,828,0.32
SI2,Surat,H,Good,7.23,7.28,4.58,63.1,60.0,7723,1.51
VS1,Zurich,G,Ideal,7.4,7.48,4.52,60.8,54.0,14733,1.51
SI1,London,E,Premium,7.51,7.43,4.54,60.8,60.0,12499,1.53
SI1,Amsterdam,H,Very Good,5.63,5.71,3.52,62.1,61.0,2354,0.71
VS2,Surat,I,Ideal,4.45,4.48,2.78,62.3,54.0,480,0.33
SI2,Amsterdam,G,Ideal,7.39,7.32,4.6,62.5,57.0,9596,1.53
SI1,Antwerp,H,Fair,6.29,6.25,4.05,64.6,55.0,4191,1.01
VVS1,Amsterdam,F,Very Good,5.11,5.15,3.18,62.0,57.0,2314,0.52
SI2,Tel Aviv,H,Ideal,7.46,7.38,4.42,59.6,57.0,5631,1.53
VVS2,Surat,E,Ideal,5.51,5.59,3.4,61.3,54.0,2823,0.61
VVS2,Zurich,E,Ideal,5.52,5.49,3.39,61.6,57.0,2697,0.63
VS1,Paris,J,Premium,7.6,7.49,4.59,60.8,61.0,7190,1.57
VS2,Kimberly,D,Ideal,4.5,4.53,2.77,61.4,56.0,805,0.34
SI1,Luxembourg,I,Very Good,6.97,6.86,4.33,62.6,59.0,6686,1.31
VS1,Antwerp,H,Ideal,4.96,4.99,3.1,62.3,53.0,983,0.46
VS1,Luxembourg,F,Ideal,4.4,4.42,2.7,61.2,56.0,821,0.31
SI1,London,F,Ideal,4.27,4.3,2.67,62.3,56.0,461,0.3
VVS1,Dubai,E,Ideal,4.36,4.4,2.74,62.6,58.0,852,0.33
SI1,London,F,Very Good,5.15,5.19,3.18,61.5,59.0,1320,0.53
VS2,Madrid,D,Ideal,4.33,4.36,2.68,61.7,55.0,710,0.3
VS2,Surat,G,Ideal,4.4,4.41,2.71,61.5,57.0,561,0.32
VS2,Antwerp,F,Very Good,6.37,6.43,4.01,62.7,56.0,6159,1.01
VS1,Kimberly,F,Premium,4.76,4.75,2.87,60.4,59.0,1050,0.4
SI2,New York City,G,Ideal,4.76,4.8,2.94,61.5,55.0,648,0.41
SI1,Zurich,E,Ideal,5.76,5.8,3.55,61.4,58.0,2914,0.73
VVS2,Amsterdam,E,Ideal,6.71,6.68,4.17,62.3,55.0,10703,1.14
VVS1,Kimberly,G,Ideal,4.49,4.45,2.69,60.2,56.0,1080,0.32
SI2,London,D,Good,7.22,7.27,4.14,57.1,63.0,6327,1.3
VS2,Surat,H,Very Good,6.91,6.96,4.31,62.1,56.0,7305,1.25
VS2,Surat,J,Very Good,7.99,8.02,5.04,63.0,58.0,13609,2.04
IF,New York City,F,Ideal,4.37,4.41,2.72,62.0,55.0,901,0.31
VS2,Tel Aviv,D,Ideal,5.82,5.85,3.6,61.7,55.0,3625,0.75
SI2,Kimberly,G,Very Good,6.1,6.16,3.84,62.6,60.0,3593,0.9
VVS2,Surat,G,Premium,4.75,4.8,2.93,61.4,58.0,1007,0.41
VVS2,New York City,G,Ideal,4.9,4.94,3.04,61.8,57.0,1105,0.45
SI1,London,F,Premium,7.95,7.91,4.6,58.0,62.0,13365,1.73
SI1,Surat,D,Good,4.29,4.33,2.75,63.8,57.0,533,0.31
VS2,Zurich,E,Ideal,5.7,5.75,3.58,62.5,56.0,2347,0.71
VS2,Kimberly,E,Good,4.98,5.0,3.16,63.3,64.0,1348,0.5
SI2,Tel Aviv,E,Premium,8.27,8.39,4.97,59.7,59.0,17081,2.05
VVS1,Dubai,I,Very Good,5.75,5.79,3.57,61.9,57.0,2623,0.73
VVS1,Zurich,J,Very Good,6.34,6.29,4.01,63.5,59.0,4717,1.0
SI2,Luxembourg,F,Good,6.58,6.43,3.9,59.8,65.0,3858,1.0
VVS2,Dubai,I,Ideal,5.73,5.78,3.58,62.2,54.0,2420,0.72
I1,Madrid,G,Very Good,6.42,6.35,3.99,62.5,62.0,3011,1.0
SI1,Antwerp,H,Very Good,6.66,6.72,4.18,62.5,59.0,6019,1.2
SI2,Luxembourg,G,Very Good,7.83,7.94,4.83,61.3,58.0,11971,1.82
SI2,Amsterdam,H,Ideal,6.68,6.54,4.19,63.6,56.0,5331,1.12
VS1,London,H,Premium,4.43,4.46,2.76,62.1,59.0,579,0.33
VS2,Luxembourg,I,Premium,7.02,6.99,4.38,62.5,61.0,6316,1.33
SI1,Kimberly,F,Premium,6.45,6.41,4.0,62.2,59.0,4942,1.03
VVS1,Antwerp,G,Very Good,4.29,4.31,2.67,62.1,56.0,789,0.3
VVS2,Kimberly,G,Ideal,4.4,4.43,2.72,61.6,55.0,708,0.32
VVS1,Dubai,I,Ideal,4.86,4.9,2.98,61.1,57.0,916,0.43
VVS2,Paris,H,Good,5.72,5.62,3.61,63.7,54.0,2477,0.7
SI1,London,E,Ideal,5.72,5.67,3.54,62.2,57.0,2542,0.7
VS1,Luxembourg,J,Premium,4.33,4.39,2.7,61.9,58.0,421,0.32
VS2,Kimberly,F,Ideal,4.42,4.4,2.73,61.9,57.0,854,0.33
SI1,Zurich,D,Ideal,6.4,6.44,3.94,61.4,59.0,5812,1.01
VVS2,Madrid,E,Ideal,5.7,5.72,3.54,62.0,57.0,4124,0.71
SI1,Surat,H,Premium,6.87,6.83,4.0,58.4,60.0,4842,1.11
VVS1,Antwerp,H,Very Good,4.26,4.29,2.62,61.3,61.0,684,0.3
VS2,Zurich,H,Very Good,5.65,5.7,3.59,63.1,57.3,2337,0.73
SI2,Surat,F,Ideal,5.75,5.77,3.49,60.6,57.2,2237,0.7
VS2,Antwerp,I,Ideal,6.69,6.62,4.14,62.2,56.0,5073,1.11
VS2,Amsterdam,G,Very Good,5.58,5.77,3.58,63.1,56.0,2462,0.71
VS2,London,G,Fair,6.25,6.18,4.0,64.4,58.0,4887,1.01
SI2,New York City,F,Very Good,5.7,5.63,3.59,63.4,57.0,2266,0.71
SI2,Amsterdam,I,Very Good,8.14,8.26,5.02,61.2,55.0,12714,2.03
SI1,Paris,D,Good,6.28,6.32,3.79,60.2,56.0,5259,0.92
SI1,Antwerp,D,Very Good,7.39,7.44,4.62,62.3,59.0,12304,1.57
SI2,Surat,F,Premium,5.88,5.91,3.59,60.9,58.0,2274,0.75
SI1,Las Vegas,D,Fair,5.0,4.96,3.24,65.1,58.0,1323,0.5
VS2,Surat,D,Ideal,5.34,5.31,3.29,61.8,56.0,2103,0.57
SI1,London,H,Premium,5.73,5.67,3.56,62.5,57.0,2398,0.72
SI2,Kimberly,E,Ideal,6.5,6.47,4.0,61.7,57.0,4044,1.01
SI1,Tel Aviv,E,Premium,5.97,5.93,3.66,61.5,58.0,3297,0.8
VS2,Las Vegas,H,Premium,4.32,4.29,2.7,62.7,59.0,628,0.31
VS1,Surat,H,Premium,6.37,6.39,4.0,62.7,58.0,5199,1.01
VS1,London,G,Good,5.02,5.07,2.93,58.1,61.2,1154,0.45
IF,Surat,G,Premium,4.84,4.77,2.87,59.8,55.0,1271,0.39
SI1,Tel Aviv,F,Very Good,5.41,5.38,3.24,60.0,57.0,1679,0.56
VVS1,Dubai,G,Very Good,5.28,5.31,3.21,60.6,55.0,1983,0.54
SI1,Zurich,G,Very Good,6.48,6.44,3.83,59.3,63.0,4827,1.0
VVS2,Zurich,I,Fair,5.26,5.2,3.16,60.4,66.0,1401,0.52
VS1,Antwerp,H,Ideal,7.61,7.69,4.77,62.4,55.0,13823,1.7
SI2,Antwerp,J,Premium,6.73,6.66,4.17,62.3,56.0,4022,1.14
VS1,Dubai,E,Very Good,4.72,4.77,2.98,62.8,56.0,834,0.41
VS2,Dubai,D,Ideal,4.33,4.37,2.71,62.3,55.0,734,0.31
VS2,Antwerp,D,Premium,4.28,4.32,2.66,61.9,58.0,710,0.3
VS2,Antwerp,H,Very Good,6.16,6.23,3.85,62.1,57.0,3989,0.9
VS2,Antwerp,G,Premium,6.72,6.69,4.18,62.3,62.0,7137,1.18
VS1,Surat,H,Ideal,5.25,5.31,3.23,61.2,55.0,1454,0.54
SI1,Kimberly,F,Ideal,6.16,6.21,3.85,62.2,55.0,4390,0.9
VS2,London,E,Very Good,5.02,5.06,3.23,64.1,57.0,1549,0.51
VVS2,Las Vegas,F,Very Good,5.77,5.72,3.65,63.5,59.0,3415,0.77
VVS2,Surat,D,Ideal,4.66,4.64,2.86,61.5,56.0,1257,0.38
VVS2,Kimberly,E,Ideal,4.3,4.33,2.64,61.2,61.0,731,0.3
VVS1,Luxembourg,H,Ideal,4.77,4.74,2.96,62.3,54.0,1088,0.4
VVS1,Luxembourg,I,Very Good,6.06,6.09,3.86,63.5,58.0,4161,0.9
I1,Amsterdam,J,Premium,6.42,6.39,3.89,60.7,59.0,2602,1.01
IF,London,D,Premium,5.75,5.81,3.47,60.0,59.0,5027,0.7
VS2,Kimberly,G,Ideal,5.21,5.24,3.23,61.7,56.0,1605,0.54
VVS2,Paris,I,Premium,5.84,5.78,3.52,60.6,58.0,2519,0.73
VVS2,Madrid,G,Ideal,5.17,5.12,3.17,61.6,56.0,1974,0.51
SI1,Kimberly,F,Very Good,7.62,7.57,4.8,63.2,61.0,13622,1.72
SI2,Tel Aviv,E,Ideal,5.88,5.86,3.59,61.2,54.0,2581,0.73
VVS2,Zurich,F,Very Good,4.2,4.23,2.59,61.6,56.0,707,0.28
IF,Paris,H,Ideal,4.27,4.3,2.66,62.1,55.0,789,0.3
SI2,Zurich,D,Premium,6.58,6.55,3.92,59.7,60.0,5198,1.02
VS2,Zurich,H,Very Good,6.74,6.78,4.25,62.9,58.0,6673,1.21
VVS2,Madrid,E,Ideal,6.68,6.73,4.13,61.6,57.0,11206,1.14
VS2,Las Vegas,H,Ideal,4.55,4.48,2.77,61.4,57.0,689,0.34
VS1,Luxembourg,E,Premium,6.5,6.41,4.03,62.4,58.0,7919,1.03
SI2,Paris,G,Very Good,6.32,6.28,3.77,59.8,61.0,3842,0.9
VS1,Las Vegas,H,Ideal,4.74,4.72,2.92,61.8,59.0,1017,0.4
SI2,Dubai,E,Ideal,6.61,6.63,4.11,62.0,57.0,5546,1.12
VS2,London,H,Good,5.72,5.77,3.62,63.0,57.0,2327,0.74
SI1,Dubai,F,Premium,5.88,5.82,3.44,58.8,61.0,2042,0.74
SI2,Zurich,G,Very Good,5.82,5.85,3.72,63.7,55.9,2401,0.78
VS2,Las Vegas,E,Ideal,5.17,5.2,3.22,62.1,56.0,1721,0.53
VVS2,Surat,H,Ideal,5.26,5.3,3.27,62.1,57.0,1745,0.56
VS2,Surat,G,Premium,4.67,4.63,2.92,62.8,61.0,1035,0.4
I1,Madrid,D,Premium,6.18,6.13,3.88,63.0,58.0,2698,0.92
SI2,Dubai,H,Good,7.44,7.49,4.36,58.4,62.0,7714,1.5
VS2,Surat,F,Premium,7.31,7.23,4.44,61.1,58.0,11650,1.45
SI1,London,E,Premium,5.11,5.06,3.2,62.9,57.0,1402,0.51
IF,London,F,Ideal,5.99,6.05,3.66,60.8,56.0,6674,0.8
SI2,Antwerp,H,Ideal,5.44,5.48,3.37,61.7,54.0,1250,0.6
VVS2,Antwerp,E,Very Good,6.52,6.56,4.04,61.8,58.0,9997,1.06
VS1,Luxembourg,I,Very Good,6.65,6.67,4.06,61.0,59.0,4878,1.1
VS2,Luxembourg,H,Ideal,6.91,6.95,4.28,61.8,55.0,8726,1.24
SI1,Antwerp,G,Good,6.05,5.97,3.47,57.7,63.0,2447,0.76
VS1,New York City,G,Good,6.01,6.08,3.9,64.5,57.0,3977,0.9
VS2,Las Vegas,D,Ideal,4.7,4.65,2.85,61.0,56.0,1124,0.37
SI2,Zurich,I,Very Good,6.42,6.38,4.02,62.8,56.0,3980,1.02
VS2,Antwerp,J,Ideal,6.82,6.84,4.24,62.1,58.0,5297,1.22
VS1,Luxembourg,H,Premium,7.48,7.42,4.6,61.7,59.0,11491,1.58
SI1,Surat,G,Ideal,8.17,8.3,4.95,60.0,55.8,18757,2.03
VVS1,Surat,F,Ideal,4.77,4.79,2.96,61.9,56.0,1295,0.41
SI1,Tel Aviv,D,Very Good,4.38,4.42,2.74,62.3,55.0,589,0.32
SI2,Surat,H,Premium,6.17,6.14,3.86,62.7,58.0,3363,0.91
VS2,Antwerp,D,Ideal,4.59,4.62,2.87,62.3,55.0,763,0.37
VS1,Antwerp,E,Very Good,4.66,4.69,2.96,63.3,55.0,909,0.4
VS2,Tel Aviv,E,Premium,4.61,4.66,2.85,61.5,58.0,811,0.37
VS1,Kimberly,E,Premium,4.82,4.78,2.99,62.3,58.0,1209,0.43
VVS2,Dubai,D,Ideal,4.38,4.41,2.68,61.0,55.0,1074,0.31
VVS2,Tel Aviv,G,Ideal,4.42,4.44,2.73,61.6,56.0,708,0.32
VS1,Kimberly,I,Ideal,4.37,4.42,2.74,62.3,57.0,505,0.32
VS1,Antwerp,D,Ideal,6.84,6.87,4.19,61.1,57.0,10079,1.19
VS2,London,F,Ideal,5.24,5.29,3.25,61.7,57.0,1692,0.55
SI2,Surat,D,Good,5.2,5.12,3.02,58.5,64.0,958,0.5
VS1,Luxembourg,G,Fair,6.47,6.45,3.79,58.7,67.0,5853,1.0
VVS2,Zurich,G,Very Good,6.42,6.46,3.83,59.5,61.0,7453,1.0
SI2,Tel Aviv,E,Ideal,6.52,6.46,4.01,61.7,55.0,5491,1.03
VS2,New York City,J,Premium,5.18,5.15,3.24,62.7,56.0,1093,0.53
SI2,Antwerp,G,Ideal,6.1,6.02,3.76,62.0,57.0,2913,0.85
SI2,Madrid,G,Premium,5.14,5.07,3.06,59.9,60.0,1004,0.51
SI2,New York City,G,Ideal,4.87,4.84,2.95,60.7,57.0,829,0.42
VS2,Tel Aviv,F,Ideal,4.83,4.8,2.94,61.1,56.0,1107,0.41
VS2,Surat,G,Good,5.72,5.79,3.64,63.4,53.0,2311,0.72
SI2,Zurich,E,Very Good,6.46,6.52,4.01,61.7,54.9,5393,1.03
SI2,New York City,E,Premium,8.18,8.13,5.13,62.9,59.0,16783,2.1
IF,Surat,H,Ideal,5.15,5.17,3.11,60.3,58.0,1899,0.51
VS1,Kimberly,I,Good,5.55,5.59,3.4,61.1,61.7,1744,0.65
IF,Surat,F,Ideal,4.47,4.5,2.75,61.3,55.0,1240,0.33
SI2,Kimberly,D,Premium,5.06,5.01,3.17,62.9,58.0,997,0.5
SI1,Surat,E,Ideal,4.48,4.45,2.81,62.9,56.0,765,0.34
IF,Zurich,F,Ideal,4.37,4.42,2.7,61.4,56.0,1168,0.31
IF,Kimberly,J,Very Good,4.68,4.71,2.92,62.2,61.0,828,0.4
SI1,Antwerp,F,Ideal,5.22,5.23,3.23,61.8,56.0,1669,0.54
SI2,Luxembourg,E,Premium,4.56,4.54,2.84,62.4,58.0,605,0.36
SI1,Zurich,H,Very Good,7.24,7.3,4.47,61.5,62.0,8791,1.5
VVS2,Antwerp,D,Premium,4.34,4.33,2.63,60.7,59.0,950,0.3
SI1,Paris,H,Premium,7.57,7.54,4.38,58.0,59.0,10063,1.51
VS2,New York City,D,Premium,5.28,5.24,3.24,61.6,55.0,1913,0.54
VS2,Paris,G,Very Good,6.33,6.38,3.71,58.4,61.0,4276,0.9
SI1,Zurich,H,Premium,5.95,5.91,3.6,60.7,58.0,2369,0.77
VS2,Zurich,D,Ideal,4.37,4.33,2.7,62.1,54.0,942,0.31
VVS1,London,I,Premium,4.45,4.43,2.74,61.7,61.0,780,0.33
VVS1,Las Vegas,G,Ideal,4.34,4.36,2.68,61.6,57.0,789,0.31
SI1,Paris,D,Ideal,6.52,6.56,4.1,62.7,57.0,6539,1.08
VS2,Kimberly,I,Ideal,4.99,5.03,3.11,62.1,54.0,884,0.47
VS2,Kimberly,I,Premium,6.39,6.44,4.01,62.5,58.0,4592,1.01
SI1,Antwerp,D,Ideal,6.16,6.21,3.79,61.3,58.0,4661,0.9
SI2,Luxembourg,D,Very Good,6.63,6.67,4.07,61.2,60.0,5233,1.12
VVS1,Dubai,F,Ideal,7.2,7.14,4.44,61.9,57.0,16808,1.4
VS1,Amsterdam,H,Ideal,6.89,6.92,4.29,62.1,57.0,8365,1.25
SI1,Antwerp,E,Good,7.26,7.2,4.62,63.9,54.0,11948,1.5
VS2,Surat,G,Ideal,4.72,4.75,2.96,62.5,54.0,792,0.4
VVS1,Madrid,E,Ideal,5.5,5.55,3.31,59.9,61.0,3212,0.61
VS2,Paris,G,Ideal,4.39,4.41,2.73,62.0,57.0,561,0.32
VS1,Paris,E,Ideal,4.14,4.17,2.56,61.6,56.0,470,0.27
VS1,New York City,J,Ideal,5.69,5.75,3.54,61.9,55.0,1932,0.71
VS2,Kimberly,F,Very Good,6.4,6.47,3.95,61.4,54.0,5988,1.01
SI1,Madrid,H,Good,6.13,6.08,3.9,63.9,60.0,3425,0.91
SI2,Luxembourg,I,Premium,8.24,8.2,5.17,62.9,59.0,15184,2.22
SI2,Tel Aviv,D,Fair,6.9,6.86,4.73,68.8,57.0,7469,1.5
SI1,Tel Aviv,H,Ideal,6.81,6.85,4.19,61.3,57.0,6675,1.2
VS1,Kimberly,G,Ideal,5.81,5.86,3.55,60.8,56.4,3209,0.73
SI2,Antwerp,I,Good,7.82,7.71,4.67,60.1,64.0,8731,1.74
SI2,Las Vegas,F,Ideal,6.81,6.85,4.27,62.5,56.2,6401,1.22
VVS2,Tel Aviv,F,Ideal,4.64,4.66,2.79,60.0,59.0,839,0.37
VVS2,Surat,F,Ideal,4.32,4.35,2.66,61.4,56.0,694,0.3
VVS1,Antwerp,G,Very Good,5.6,5.62,3.48,62.0,56.0,3178,0.67
VVS1,Paris,H,Ideal,4.37,4.38,2.71,61.9,55.0,730,0.32
SI1,Surat,D,Very Good,6.31,6.35,4.0,63.2,60.0,5851,1.0
SI1,Kimberly,I,Premium,6.78,6.68,3.93,58.4,60.0,4075,1.07
VS2,New York City,G,Very Good,4.84,4.87,3.02,62.4,56.0,852,0.43
SI2,Amsterdam,F,Ideal,5.27,5.29,3.24,61.4,55.0,1183,0.55
SI2,Tel Aviv,I,Premium,6.48,6.38,3.79,59.1,62.0,2454,0.96
VS1,Tel Aviv,E,Ideal,5.46,5.5,3.4,61.9,55.0,2565,0.63
SI2,Kimberly,G,Good,5.03,5.07,3.19,63.2,57.0,1002,0.51
VVS1,Kimberly,G,Ideal,6.65,6.72,4.09,61.2,57.0,9049,1.13
IF,Tel Aviv,G,Ideal,4.91,4.95,3.02,61.3,55.0,1378,0.44
SI1,Surat,G,Very Good,5.86,5.76,3.67,63.2,57.0,2586,0.77
SI1,Kimberly,G,Premium,6.39,6.34,3.98,62.5,60.0,4672,1.01
VS2,Las Vegas,G,Ideal,4.32,4.26,2.67,62.2,57.0,675,0.3
VVS1,Las Vegas,G,Ideal,6.84,6.9,4.13,61.7,57.0,10342,1.17
VS1,Amsterdam,E,Very Good,6.4,6.52,4.06,62.8,55.0,7677,1.03
SI1,Antwerp,D,Ideal,4.85,4.81,2.97,61.5,56.0,1040,0.42
VS2,Kimberly,I,Very Good,8.17,8.25,4.89,59.6,62.0,15919,2.01
SI1,London,F,Ideal,4.97,4.93,3.01,60.8,56.0,930,0.45
IF,Luxembourg,H,Premium,4.33,4.36,2.68,61.7,58.0,816,0.31
VS2,Tel Aviv,H,Good,4.53,4.48,2.87,63.7,57.0,709,0.35
SI1,Surat,H,Premium,5.22,5.1,3.16,61.2,60.0,1159,0.53
I1,Antwerp,H,Premium,6.39,6.41,4.0,62.5,60.0,3141,1.02
VVS2,Surat,H,Premium,6.15,6.12,3.83,62.4,58.0,4657,0.9
SI1,Kimberly,G,Ideal,5.74,5.79,3.54,61.4,57.0,3089,0.73
I1,Surat,G,Very Good,6.74,6.8,4.14,61.2,58.0,3510,1.15
VVS2,New York City,H,Ideal,4.29,4.32,2.7,62.7,53.0,590,0.3
SI1,Madrid,D,Premium,6.35,6.29,3.73,59.0,61.0,4663,0.91
VS2,Kimberly,F,Very Good,4.17,4.19,2.58,61.7,58.0,487,0.28
VVS2,Antwerp,G,Good,4.98,5.04,3.02,60.2,60.5,1245,0.46
SI1,Dubai,F,Ideal,5.75,5.71,3.51,61.3,57.0,2700,0.7
SI1,Amsterdam,I,Very Good,4.7,4.74,2.82,59.7,62.0,601,0.38
SI2,Antwerp,D,Very Good,4.3,4.26,2.71,63.3,57.0,574,0.3
SI1,Las Vegas,H,Very Good,5.84,5.85,3.52,60.3,55.0,2505,0.72
VVS2,Antwerp,E,Ideal,4.31,4.34,2.67,61.7,53.8,779,0.3
VVS1,Amsterdam,H,Ideal,5.3,5.35,3.24,60.8,57.0,1929,0.56
VS1,Las Vegas,E,Ideal,4.39,4.42,2.72,61.7,56.0,758,0.32
SI2,Las Vegas,I,Premium,6.53,6.47,4.03,62.0,57.0,3774,1.04
SI1,Surat,D,Ideal,4.25,4.3,2.66,62.2,56.0,552,0.3
SI1,Amsterdam,F,Very Good,6.1,6.14,3.83,62.6,60.0,3950,0.9
VS2,Surat,E,Ideal,4.4,4.36,2.72,62.1,55.0,900,0.32
VVS1,New York City,E,Ideal,4.85,4.88,2.97,61.0,57.0,1827,0.43
VS2,Luxembourg,D,Very Good,6.54,6.61,3.93,59.8,61.0,6785,1.02
SI2,Surat,E,Good,6.05,6.1,3.87,63.7,63.0,3595,0.9
VS1,Surat,F,Ideal,5.36,5.4,3.28,61.0,56.0,2193,0.57
VS1,Surat,H,Ideal,6.65,6.64,4.08,61.4,57.0,6470,1.1
VS1,Las Vegas,I,Premium,6.9,6.84,4.23,61.6,58.0,5632,1.23
SI2,Amsterdam,I,Ideal,6.59,6.55,4.03,61.3,56.0,4167,1.06
VS2,Amsterdam,I,Ideal,4.42,4.49,2.74,61.5,57.0,463,0.33
VS2,Paris,G,Very Good,6.74,6.66,4.24,63.3,58.0,7741,1.2
VS1,Surat,G,Ideal,4.48,4.45,2.78,62.3,54.0,854,0.33
VVS1,Tel Aviv,F,Ideal,4.74,4.78,2.95,62.0,55.0,1295,0.41
VS2,Antwerp,E,Good,6.37,6.41,4.03,63.1,56.0,6776,1.0
VVS1,Paris,G,Premium,6.4,6.29,3.94,62.1,59.0,8154,1.0
SI2,Kimberly,E,Premium,4.56,4.61,2.82,61.5,58.0,505,0.36
SI2,Paris,E,Very Good,6.35,6.38,3.96,62.2,59.0,4312,1.0
VS2,Amsterdam,H,Ideal,5.19,5.14,3.1,60.1,60.0,1428,0.51
SI2,Las Vegas,G,Very Good,5.41,5.44,3.28,60.5,56.0,1171,0.57
SI1,Kimberly,J,Fair,6.9,7.02,4.54,65.2,56.0,5524,1.35
VVS2,Madrid,F,Fair,4.98,4.9,3.23,65.4,60.0,3920,0.51
VS2,Kimberly,D,Very Good,5.14,5.16,3.15,61.2,56.0,1628,0.5
SI1,Luxembourg,F,Premium,4.33,4.29,2.66,61.7,59.0,641,0.3
VS1,Luxembourg,G,Ideal,4.63,4.68,2.9,62.3,55.0,817,0.38
SI1,Antwerp,E,Ideal,4.37,4.33,2.75,63.2,55.0,528,0.32
SI2,Kimberly,D,Very Good,6.22,6.3,3.81,60.9,62.0,3691,0.94
SI1,Dubai,E,Ideal,4.77,4.78,2.9,60.6,56.0,772,0.4
VS1,Madrid,F,Ideal,5.83,5.87,3.64,62.2,56.0,3680,0.76
SI2,Tel Aviv,F,Good,6.09,6.12,3.86,63.2,58.0,3318,0.9
SI2,Kimberly,F,Premium,8.21,8.23,5.07,61.7,59.0,17840,2.09
